Position,Track Name,Artist,Streams,URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
166,Fancy Like,Walker Hayes,730484,'https://open.spotify.com/track/3ZozFqJJlDBNIm4xqxn2ZD',0.649,0.76,1,-6.487,1,0.0574,0.114,0,0.317,0.843,80.018, 'audio_features', '3ZozFqJJlDBNIm4xqxn2ZD', 'spotify:track:3ZozFqJJlDBNIm4xqxn2ZD', 'https://api.spotify.com/v1/tracks/3ZozFqJJlDBNIm4xqxn2ZD', 'https://api.spotify.com/v1/audio-analysis/3ZozFqJJlDBNIm4xqxn2ZD',161853,4
167,Bandido,Myke Towers,725556,'https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb',0.713,0.617,8,-4.637,1,0.0887,0.122,0,0.0962,0.682,168.021, 'audio_features', '1xK1Gg9SxG8fy2Ya373oqb', 'spotify:track:1xK1Gg9SxG8fy2Ya373oqb', 'https://api.spotify.com/v1/tracks/1xK1Gg9SxG8fy2Ya373oqb', 'https://api.spotify.com/v1/audio-analysis/1xK1Gg9SxG8fy2Ya373oqb',232853,4
168,Lucid Dreams,Juice WRLD,725504,'https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR',0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903, 'audio_features', '285pBltuF7vW8TeWk8hdRR', 'spotify:track:285pBltuF7vW8TeWk8hdRR', 'https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR', 'https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR',239836,4
169,Tell Em,Cochise,723135,'https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8',0.672,0.717,5,-7.476,1,0.226,0.103,0,0.398,0.473,157.905, 'audio_features', '7nc7mlSdWYeFom84zZ8Wr8', 'spotify:track:7nc7mlSdWYeFom84zZ8Wr8', 'https://api.spotify.com/v1/tracks/7nc7mlSdWYeFom84zZ8Wr8', 'https://api.spotify.com/v1/audio-analysis/7nc7mlSdWYeFom84zZ8Wr8',180380,4
170,Little Bit of Love,Tom Grennan,721984,'https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX',0.689,0.706,1,-4.48,0,0.0312,0.0833,0,0.105,0.623,106.52, 'audio_features', '3Iba59sFmGhQ4kbCY5L8AX', 'spotify:track:3Iba59sFmGhQ4kbCY5L8AX', 'https://api.spotify.com/v1/tracks/3Iba59sFmGhQ4kbCY5L8AX', 'https://api.spotify.com/v1/audio-analysis/3Iba59sFmGhQ4kbCY5L8AX',226268,4
171,Se Me Olvido,Gera MX,719792,'https://open.spotify.com/track/7xLYLM5K6S1TwiSdfuhZQg',0.788,0.526,9,-8.082,0,0.071,0.524,0,0.285,0.584,89.012, 'audio_features', '7xLYLM5K6S1TwiSdfuhZQg', 'spotify:track:7xLYLM5K6S1TwiSdfuhZQg', 'https://api.spotify.com/v1/tracks/7xLYLM5K6S1TwiSdfuhZQg', 'https://api.spotify.com/v1/audio-analysis/7xLYLM5K6S1TwiSdfuhZQg',220301,4
172,ALMAS GEMELAS,Myke Towers,717580,'https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx',0.793,0.745,7,-4.579,1,0.0571,0.182,0.000189,0.293,0.716,94.979, 'audio_features', '2KcNrONbZ0hvBPjvrDO2tx', 'spotify:track:2KcNrONbZ0hvBPjvrDO2tx', 'https://api.spotify.com/v1/tracks/2KcNrONbZ0hvBPjvrDO2tx', 'https://api.spotify.com/v1/audio-analysis/2KcNrONbZ0hvBPjvrDO2tx',235411,4
173,Wake Me Up,Avicii,713746,'https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2',0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08, 'audio_features', '0nrRP2bk19rLc0orkWPQk2', 'spotify:track:0nrRP2bk19rLc0orkWPQk2', 'https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2', 'https://api.spotify.com/v1/audio-analysis/0nrRP2bk19rLc0orkWPQk2',247427,4
174,Calling My Phone,Lil Tjay,712247,'https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE',0.907,0.393,4,-7.636,0,0.0539,0.451,0.00000135,0.135,0.202,104.949, 'audio_features', '3J8EOeKLTLXORtWPpOU5bE', 'spotify:track:3J8EOeKLTLXORtWPpOU5bE', 'https://api.spotify.com/v1/tracks/3J8EOeKLTLXORtWPpOU5bE', 'https://api.spotify.com/v1/audio-analysis/3J8EOeKLTLXORtWPpOU5bE',205458,4
175,Runaway,AURORA,711803,'https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6',0.422,0.302,11,-9.214,1,0.0372,0.629,0.0000783,0.104,0.123,114.089, 'audio_features', '1v1oIWf2Xgh54kIWuKsDf6', 'spotify:track:1v1oIWf2Xgh54kIWuKsDf6', 'https://api.spotify.com/v1/tracks/1v1oIWf2Xgh54kIWuKsDf6', 'https://api.spotify.com/v1/audio-analysis/1v1oIWf2Xgh54kIWuKsDf6',248827,4
176,What You Know Bout Love,Pop Smoke,706370,'https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y',0.709,0.548,10,-8.493,1,0.353,0.65,0.00000159,0.133,0.543,83.995, 'audio_features', '1tkg4EHVoqnhR6iFEXb60y', 'spotify:track:1tkg4EHVoqnhR6iFEXb60y', 'https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y', 'https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y',160000,4
177,death bed (coffee for your head),Powfu,706206,'https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx',0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026, 'audio_features', '7eJMfftS33KTjuF7lTsMCx', 'spotify:track:7eJMfftS33KTjuF7lTsMCx', 'https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx', 'https://api.spotify.com/v1/audio-analysis/7eJMfftS33KTjuF7lTsMCx',173333,4
178,Another One Bites The Dust - Remastered 2011,Queen,705098,'https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7',0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967, 'audio_features', '5vdp5UmvTsnMEMESIF2Ym7', 'spotify:track:5vdp5UmvTsnMEMESIF2Ym7', 'https://api.spotify.com/v1/tracks/5vdp5UmvTsnMEMESIF2Ym7', 'https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7',214653,4
179,Say You Won't Let Go,James Arthur,704448,'https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh',0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043, 'audio_features', '5uCax9HTNlzGybIStD3vDh', 'spotify:track:5uCax9HTNlzGybIStD3vDh', 'https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh', 'https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh',211467,4
180,Mr. Brightside,The Killers,703854,'https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B',0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033, 'audio_features', '003vvx7Niy0yvhvHt4a68B', 'spotify:track:003vvx7Niy0yvhvHt4a68B', 'https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B', 'https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B',222973,4
181,Chosen (feat. Ty Dolla $ign),Blxst,699295,'https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ',0.571,0.767,2,-5.16,1,0.287,0.336,0,0.0809,0.605,93.421, 'audio_features', '1dIWPXMX4kRHj6Dt2DStUQ', 'spotify:track:1dIWPXMX4kRHj6Dt2DStUQ', 'https://api.spotify.com/v1/tracks/1dIWPXMX4kRHj6Dt2DStUQ', 'https://api.spotify.com/v1/audio-analysis/1dIWPXMX4kRHj6Dt2DStUQ',161684,4
182,Every Breath You Take,The Police,699125,'https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1',0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401, 'audio_features', '1JSTJqkT5qHq8MDJnJbRE1', 'spotify:track:1JSTJqkT5qHq8MDJnJbRE1', 'https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1', 'https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1',253920,4
183,Zero Saudade - Ao Vivo,Os Baroes Da Pisadinha,696730,'https://open.spotify.com/track/1oIqP923yBKV45IaXm5s14',0.543,0.902,6,-1.778,1,0.0664,0.376,0,0.378,0.839,168.243, 'audio_features', '1oIqP923yBKV45IaXm5s14', 'spotify:track:1oIqP923yBKV45IaXm5s14', 'https://api.spotify.com/v1/tracks/1oIqP923yBKV45IaXm5s14', 'https://api.spotify.com/v1/audio-analysis/1oIqP923yBKV45IaXm5s14',184640,4
184,WAP (feat. Megan Thee Stallion),Cardi B,696452,'https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih',0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073, 'audio_features', '4Oun2ylbjFKMPTiaSbbCih', 'spotify:track:4Oun2ylbjFKMPTiaSbbCih', 'https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih', 'https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih',187541,4
185,Dior,Pop Smoke,692381,'https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep',0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094, 'audio_features', '79s5XnCN4TJKTVMSmOx8Ep', 'spotify:track:79s5XnCN4TJKTVMSmOx8Ep', 'https://api.spotify.com/v1/tracks/79s5XnCN4TJKTVMSmOx8Ep', 'https://api.spotify.com/v1/audio-analysis/79s5XnCN4TJKTVMSmOx8Ep',216387,4
186,Jocelyn Flores,XXXTENTACION,686555,'https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96',0.872,0.391,0,-9.144,0,0.242,0.469,0.00000413,0.297,0.437,134.021, 'audio_features', '7m9OqQk4RVRkw9JJdeAw96', 'spotify:track:7m9OqQk4RVRkw9JJdeAw96', 'https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96', 'https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96',119133,4
187,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,686146,'https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S',0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971, 'audio_features', '0PvFJmanyNQMseIFrU708S', 'spotify:track:0PvFJmanyNQMseIFrU708S', 'https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S', 'https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S',190476,4
188,Se Joga no Passinho,Brisa Star,685358,'https://open.spotify.com/track/41pFFOnh1glVNIlrWOpBjb',0.654,0.83,11,-3.052,0,0.0467,0.391,0.0000137,0.032,0.866,168, 'audio_features', '41pFFOnh1glVNIlrWOpBjb', 'spotify:track:41pFFOnh1glVNIlrWOpBjb', 'https://api.spotify.com/v1/tracks/41pFFOnh1glVNIlrWOpBjb', 'https://api.spotify.com/v1/audio-analysis/41pFFOnh1glVNIlrWOpBjb',200000,4
189,34+35,Ariana Grande,685312,'https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF',0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978, 'audio_features', '6Im9k8u9iIzKMrmV7BWtlF', 'spotify:track:6Im9k8u9iIzKMrmV7BWtlF', 'https://api.spotify.com/v1/tracks/6Im9k8u9iIzKMrmV7BWtlF', 'https://api.spotify.com/v1/audio-analysis/6Im9k8u9iIzKMrmV7BWtlF',173711,4
190,Blaues Licht,RAF Camora,684153,'https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM',0.819,0.835,8,-4.899,0,0.102,0.398,0.00674,0.252,0.703,144.955, 'audio_features', '08EPQiLMyGB8GJX2EiVoCM', 'spotify:track:08EPQiLMyGB8GJX2EiVoCM', 'https://api.spotify.com/v1/tracks/08EPQiLMyGB8GJX2EiVoCM', 'https://api.spotify.com/v1/audio-analysis/08EPQiLMyGB8GJX2EiVoCM',144264,4
191,Martin & Gina,Polo G,682257,'https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ',0.832,0.534,1,-7.813,0,0.253,0.345,0,0.165,0.116,93.924, 'audio_features', '1VLtjHwRWOVJiE5Py7JxoQ', 'spotify:track:1VLtjHwRWOVJiE5Py7JxoQ', 'https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ', 'https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ',132833,4
192,Nao Nasceu pra Namorar,MC Zaquin,677737,'https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo',0.525,0.448,1,-4.075,0,0.0443,0.14,0,0.0922,0.527,83.406, 'audio_features', '6pQKUKBpwr6GhfhcFFFozo', 'spotify:track:6pQKUKBpwr6GhfhcFFFozo', 'https://api.spotify.com/v1/tracks/6pQKUKBpwr6GhfhcFFFozo', 'https://api.spotify.com/v1/audio-analysis/6pQKUKBpwr6GhfhcFFFozo',140308,4
193,Up,Cardi B,675341,'https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi',0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166, 'audio_features', '1M4OcYkxAtu3ErzSgDEfoi', 'spotify:track:1M4OcYkxAtu3ErzSgDEfoi', 'https://api.spotify.com/v1/tracks/1M4OcYkxAtu3ErzSgDEfoi', 'https://api.spotify.com/v1/audio-analysis/1M4OcYkxAtu3ErzSgDEfoi',156945,4
194,Paradise (feat. Dermot Kennedy),MEDUZA,672140,'https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr',0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114, 'audio_features', '6ft4hAq6yde8jPZY2i5zLr', 'spotify:track:6ft4hAq6yde8jPZY2i5zLr', 'https://api.spotify.com/v1/tracks/6ft4hAq6yde8jPZY2i5zLr', 'https://api.spotify.com/v1/audio-analysis/6ft4hAq6yde8jPZY2i5zLr',167903,4
195,Bipolar,Mc Davi,669500,'https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x',0.601,0.36,9,-7.791,0,0.0877,0.586,0,0.0882,0.335,124.993, 'audio_features', '0qxLQ6opocOGyFnlXqJ53x', 'spotify:track:0qxLQ6opocOGyFnlXqJ53x', 'https://api.spotify.com/v1/tracks/0qxLQ6opocOGyFnlXqJ53x', 'https://api.spotify.com/v1/audio-analysis/0qxLQ6opocOGyFnlXqJ53x',276480,4
196,The Real Slim Shady,Eminem,668331,'https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR',0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504, 'audio_features', '3yfqSUWxFvZELEM4PmlwIR', 'spotify:track:3yfqSUWxFvZELEM4PmlwIR', 'https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR', 'https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR',284200,4
197,Wasted Love (feat. Lagique),Ofenbach,668162,'https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U',0.734,0.855,6,-4.578,0,0.135,0.0821,0.00000473,0.0901,0.54,121.955, 'audio_features', '2pPO9YecZimmuVQfIzfV6U', 'spotify:track:2pPO9YecZimmuVQfIzfV6U', 'https://api.spotify.com/v1/tracks/2pPO9YecZimmuVQfIzfV6U', 'https://api.spotify.com/v1/audio-analysis/2pPO9YecZimmuVQfIzfV6U',139563,4
198,Cover Me In Sunshine,P!nk,667863,'https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m',0.473,0.592,5,-6.859,1,0.138,0.0528,0,0.131,0.292,159.7, 'audio_features', '0UKUfxIkDAMZz7hMdiVX3m', 'spotify:track:0UKUfxIkDAMZz7hMdiVX3m', 'https://api.spotify.com/v1/tracks/0UKUfxIkDAMZz7hMdiVX3m', 'https://api.spotify.com/v1/audio-analysis/0UKUfxIkDAMZz7hMdiVX3m',138573,4
199,All of Me,John Legend,667656,'https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a',0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93, 'audio_features', '3U4isOIWM3VvDubwSI3y7a', 'spotify:track:3U4isOIWM3VvDubwSI3y7a', 'https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a', 'https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a',269560,4
200,"1 step forward, 3 steps back",Olivia Rodrigo,665243,'https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg',0.473,0.203,2,-12.627,1,0.102,0.941,0,0.126,0.419,168.884, 'audio_features', '4wcBRRpIfesgcyUtis7PEg', 'spotify:track:4wcBRRpIfesgcyUtis7PEg', 'https://api.spotify.com/v1/tracks/4wcBRRpIfesgcyUtis7PEg', 'https://api.spotify.com/v1/audio-analysis/4wcBRRpIfesgcyUtis7PEg',163587,4
