Position,Track Name,Artist,Streams,URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
55,Sobrio,Maluma,1312265,'https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w',0.762,0.77,5,-2.758,1,0.223,0.138,0,0.15,0.631,177.998, 'audio_features', '4HzqWEdAbzcVFDv0pvxV4w', 'spotify:track:4HzqWEdAbzcVFDv0pvxV4w', 'https://api.spotify.com/v1/tracks/4HzqWEdAbzcVFDv0pvxV4w', 'https://api.spotify.com/v1/audio-analysis/4HzqWEdAbzcVFDv0pvxV4w',201181,4
56,Woman,Doja Cat,1306455,'https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4',0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998, 'audio_features', '6Uj1ctrBOjOas8xZXGqKk4', 'spotify:track:6Uj1ctrBOjOas8xZXGqKk4', 'https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4', 'https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4',172627,4
57,You Right,Doja Cat,1292998,'https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez',0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986, 'audio_features', '0k4d5YPDr1r7FX77VdqWez', 'spotify:track:0k4d5YPDr1r7FX77VdqWez', 'https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez', 'https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez',186173,4
58,Mood (feat. iann dior),24kGoldn,1292519,'https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m',0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007, 'audio_features', '4jPy3l0RUwlUI9T5XHBW2m', 'spotify:track:4jPy3l0RUwlUI9T5XHBW2m', 'https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m', 'https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m',140533,4
59,Freaks,Surf Curse,1259804,'https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr',0.345,0.941,9,-9.918,1,0.0466,0.0000384,0.633,0.0511,0.407,179.626, 'audio_features', '7EkWXAI1wn8Ii883ecd9xr', 'spotify:track:7EkWXAI1wn8Ii883ecd9xr', 'https://api.spotify.com/v1/tracks/7EkWXAI1wn8Ii883ecd9xr', 'https://api.spotify.com/v1/audio-analysis/7EkWXAI1wn8Ii883ecd9xr',147062,4
60,my future,Billie Eilish,1258534,'https://open.spotify.com/track/3YUMWmx8EJq0DurfuIwoGh',0.456,0.285,8,-10.755,1,0.0979,0.814,0.143,0.307,0.0809,104.89, 'audio_features', '3YUMWmx8EJq0DurfuIwoGh', 'spotify:track:3YUMWmx8EJq0DurfuIwoGh', 'https://api.spotify.com/v1/tracks/3YUMWmx8EJq0DurfuIwoGh', 'https://api.spotify.com/v1/audio-analysis/3YUMWmx8EJq0DurfuIwoGh',210005,4
61,Your Power,Billie Eilish,1250325,'https://open.spotify.com/track/042Sl6Mn83JHyLEqdK7uI0',0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642, 'audio_features', '042Sl6Mn83JHyLEqdK7uI0', 'spotify:track:042Sl6Mn83JHyLEqdK7uI0', 'https://api.spotify.com/v1/tracks/042Sl6Mn83JHyLEqdK7uI0', 'https://api.spotify.com/v1/audio-analysis/042Sl6Mn83JHyLEqdK7uI0',245897,4
62,Halley's Comet,Billie Eilish,1248415,'https://open.spotify.com/track/5XsAal7ZcWg1I5T4NcRjkv',0.403,0.159,1,-16.728,0,0.104,0.961,0.0121,0.34,0.0381,72.38, 'audio_features', '5XsAal7ZcWg1I5T4NcRjkv', 'spotify:track:5XsAal7ZcWg1I5T4NcRjkv', 'https://api.spotify.com/v1/tracks/5XsAal7ZcWg1I5T4NcRjkv', 'https://api.spotify.com/v1/audio-analysis/5XsAal7ZcWg1I5T4NcRjkv',234761,4
63,The Business,Tiesto,1238971,'https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN',0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031, 'audio_features', '6f3Slt0GbA2bPZlz0aIFXN', 'spotify:track:6f3Slt0GbA2bPZlz0aIFXN', 'https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN', 'https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN',164000,4
64,Fiel - Remix,Wisin,1236265,'https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7',0.839,0.711,6,-4.733,0,0.0473,0.398,0.00000202,0.118,0.573,97.99, 'audio_features', '43qcs9NpJhDxtG91zxFkj7', 'spotify:track:43qcs9NpJhDxtG91zxFkj7', 'https://api.spotify.com/v1/tracks/43qcs9NpJhDxtG91zxFkj7', 'https://api.spotify.com/v1/audio-analysis/43qcs9NpJhDxtG91zxFkj7',349547,4
65,Love Tonight - Edit,Shouse,1209412,'https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP',0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028, 'audio_features', '6OufwUcCqo81guU2jAlDVP', 'spotify:track:6OufwUcCqo81guU2jAlDVP', 'https://api.spotify.com/v1/tracks/6OufwUcCqo81guU2jAlDVP', 'https://api.spotify.com/v1/audio-analysis/6OufwUcCqo81guU2jAlDVP',241970,4
66,Therefore I Am,Billie Eilish,1209336,'https://open.spotify.com/track/20R4HfKloPKgXDqU7UKk3x',0.879,0.365,2,-7.781,1,0.0924,0.227,0.135,0.0583,0.663,94.016, 'audio_features', '20R4HfKloPKgXDqU7UKk3x', 'spotify:track:20R4HfKloPKgXDqU7UKk3x', 'https://api.spotify.com/v1/tracks/20R4HfKloPKgXDqU7UKk3x', 'https://api.spotify.com/v1/audio-analysis/20R4HfKloPKgXDqU7UKk3x',173539,4
67,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,1179872,'https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP',0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111, 'audio_features', '5K6Ssv4Z3zRvxt0P6EKUAP', 'spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP', 'https://api.spotify.com/v1/tracks/5K6Ssv4Z3zRvxt0P6EKUAP', 'https://api.spotify.com/v1/audio-analysis/5K6Ssv4Z3zRvxt0P6EKUAP',183726,4
68,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,1169188,'https://open.spotify.com/track/1JXBNvlDEl2epKSJ9EOgKX',0.671,0.639,2,-6.852,0,0.134,0.0928,0,0.0941,0.385,119.82, 'audio_features', '1JXBNvlDEl2epKSJ9EOgKX', 'spotify:track:1JXBNvlDEl2epKSJ9EOgKX', 'https://api.spotify.com/v1/tracks/1JXBNvlDEl2epKSJ9EOgKX', 'https://api.spotify.com/v1/audio-analysis/1JXBNvlDEl2epKSJ9EOgKX',216000,5
69,GOLDWING,Billie Eilish,1168233,'https://open.spotify.com/track/0FfqyjhB6Kspvit1oOo7ax',0.654,0.303,5,-13.943,0,0.126,0.755,0.159,0.0957,0.168,160.095, 'audio_features', '0FfqyjhB6Kspvit1oOo7ax', 'spotify:track:0FfqyjhB6Kspvit1oOo7ax', 'https://api.spotify.com/v1/tracks/0FfqyjhB6Kspvit1oOo7ax', 'https://api.spotify.com/v1/audio-analysis/0FfqyjhB6Kspvit1oOo7ax',151537,4
70,Leave Before You Love Me (with Jonas Brothers),Marshmello,1167654,'https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1',0.721,0.738,7,-4.77,1,0.0403,0.00226,0.00000441,0.118,0.637,119.976, 'audio_features', '4qu63nuBpdn0qHUHuObEj1', 'spotify:track:4qu63nuBpdn0qHUHuObEj1', 'https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1', 'https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1',154983,4
71,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,1160498,'https://open.spotify.com/track/03LfOYi0icz4souspZVVhq',0.627,0.849,1,-3.167,0,0.153,0.0913,0,0.145,0.818,89.907, 'audio_features', '03LfOYi0icz4souspZVVhq', 'spotify:track:03LfOYi0icz4souspZVVhq', 'https://api.spotify.com/v1/tracks/03LfOYi0icz4souspZVVhq', 'https://api.spotify.com/v1/audio-analysis/03LfOYi0icz4souspZVVhq',158087,4
72,2/Catorce,Rauw Alejandro,1157520,'https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f',0.768,0.56,3,-3.497,1,0.0859,0.709,0.000791,0.115,0.372,112.084, 'audio_features', '0PwFN7vRvY80Hnkoew2x3f', 'spotify:track:0PwFN7vRvY80Hnkoew2x3f', 'https://api.spotify.com/v1/tracks/0PwFN7vRvY80Hnkoew2x3f', 'https://api.spotify.com/v1/audio-analysis/0PwFN7vRvY80Hnkoew2x3f',205714,3
73,Loco,Justin Quiles,1139313,'https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH',0.77,0.899,8,-2.981,1,0.0494,0.222,0.00000114,0.0894,0.851,128.05, 'audio_features', '6PDlkWmrq2ZKiUuFt2aQsH', 'spotify:track:6PDlkWmrq2ZKiUuFt2aQsH', 'https://api.spotify.com/v1/tracks/6PDlkWmrq2ZKiUuFt2aQsH', 'https://api.spotify.com/v1/audio-analysis/6PDlkWmrq2ZKiUuFt2aQsH',231604,4
74,Sweater Weather,The Neighbourhood,1138208,'https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6',0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053, 'audio_features', '2QjOHCTQ1Jl3zawyYOpxh6', 'spotify:track:2QjOHCTQ1Jl3zawyYOpxh6', 'https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6', 'https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6',240400,4
75,Paris,Ingratax,1136893,'https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3',0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933, 'audio_features', '4bF2y8rR7GUjrd5LNEvej3', 'spotify:track:4bF2y8rR7GUjrd5LNEvej3', 'https://api.spotify.com/v1/tracks/4bF2y8rR7GUjrd5LNEvej3', 'https://api.spotify.com/v1/audio-analysis/4bF2y8rR7GUjrd5LNEvej3',151429,4
76,Rasputin,Majestic,1131652,'https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q',0.758,0.913,6,-2.926,0,0.113,0.00364,0.0000692,0.193,0.658,128.04, 'audio_features', '0b18g3G5spr4ZCkz7Y6Q0Q', 'spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q', 'https://api.spotify.com/v1/tracks/0b18g3G5spr4ZCkz7Y6Q0Q', 'https://api.spotify.com/v1/audio-analysis/0b18g3G5spr4ZCkz7Y6Q0Q',186210,4
77,Heartbreak Anniversary,Giveon,1131397,'https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp',0.449,0.465,0,-8.964,1,0.0791,0.524,0.00000102,0.303,0.543,89.087, 'audio_features', '3FAJ6O0NOHQV8Mc5Ri6ENp', 'spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp', 'https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp', 'https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp',198371,3
78,Wants and Needs (feat. Lil Baby),Drake,1120640,'https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b',0.578,0.449,1,-6.349,1,0.286,0.0618,0.00000217,0.119,0.1,136.006, 'audio_features', '65OVbaJR5O1RmwOQx0875b', 'spotify:track:65OVbaJR5O1RmwOQx0875b', 'https://api.spotify.com/v1/tracks/65OVbaJR5O1RmwOQx0875b', 'https://api.spotify.com/v1/audio-analysis/65OVbaJR5O1RmwOQx0875b',192956,4
79,Save Your Tears,The Weeknd,1119977,'https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g',0.68,0.826,0,-5.487,1,0.0309,0.0212,0.0000124,0.543,0.644,118.051, 'audio_features', '5QO79kh1waicV47BqGRL3g', 'spotify:track:5QO79kh1waicV47BqGRL3g', 'https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g', 'https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g',215627,4
80,Male Fantasy,Billie Eilish,1112481,'https://open.spotify.com/track/4ak9GGe6afmi2HbxEjvhIC',0.687,0.288,2,-10.415,1,0.045,0.863,0,0.0986,0.308,110.927, 'audio_features', '4ak9GGe6afmi2HbxEjvhIC', 'spotify:track:4ak9GGe6afmi2HbxEjvhIC', 'https://api.spotify.com/v1/tracks/4ak9GGe6afmi2HbxEjvhIC', 'https://api.spotify.com/v1/audio-analysis/4ak9GGe6afmi2HbxEjvhIC',194887,4
81,Build a Bitch,Bella Poarch,1112112,'https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q',0.855,0.463,3,-7.454,1,0.0367,0.217,0.0000177,0.347,0.866,102.931, 'audio_features', '7BoobGhD4x5K96Me0hqC8Q', 'spotify:track:7BoobGhD4x5K96Me0hqC8Q', 'https://api.spotify.com/v1/tracks/7BoobGhD4x5K96Me0hqC8Q', 'https://api.spotify.com/v1/audio-analysis/7BoobGhD4x5K96Me0hqC8Q',122773,4
82,Run,OneRepublic,1107668,'https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw',0.682,0.72,11,-8.173,0,0.0381,0.326,0,0.148,0.673,117.003, 'audio_features', '2UbVnbE5FH6008mAm6Mmgw', 'spotify:track:2UbVnbE5FH6008mAm6Mmgw', 'https://api.spotify.com/v1/tracks/2UbVnbE5FH6008mAm6Mmgw', 'https://api.spotify.com/v1/audio-analysis/2UbVnbE5FH6008mAm6Mmgw',169011,4
83,Someone You Loved,Lewis Capaldi,1105227,'https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf',0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891, 'audio_features', '7qEHsqek33rTcFNT9PFqLf', 'spotify:track:7qEHsqek33rTcFNT9PFqLf', 'https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf', 'https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf',182161,4
84,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,1100843,'https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL',0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048, 'audio_features', '5zFglKYiknIxks8geR8rcL', 'spotify:track:5zFglKYiknIxks8geR8rcL', 'https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL', 'https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL',227395,4
85,Don't Start Now,Dua Lipa,1099181,'https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62',0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95, 'audio_features', '3PfIrDoz19wz7qK7tYeu62', 'spotify:track:3PfIrDoz19wz7qK7tYeu62', 'https://api.spotify.com/v1/tracks/3PfIrDoz19wz7qK7tYeu62', 'https://api.spotify.com/v1/audio-analysis/3PfIrDoz19wz7qK7tYeu62',183290,4
86,Thot Shit,Megan Thee Stallion,1096768,'https://open.spotify.com/track/5zNW5ARjYhJQJz1AChP33n',0.95,0.693,9,-3.424,1,0.0898,0.0133,0,0.173,0.891,130.02, 'audio_features', '5zNW5ARjYhJQJz1AChP33n', 'spotify:track:5zNW5ARjYhJQJz1AChP33n', 'https://api.spotify.com/v1/tracks/5zNW5ARjYhJQJz1AChP33n', 'https://api.spotify.com/v1/audio-analysis/5zNW5ARjYhJQJz1AChP33n',184635,4
87,Botella Tras Botella,Gera MX,1096540,'https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK',0.727,0.546,0,-4.572,1,0.0437,0.656,0,0.122,0.69,106.891, 'audio_features', '2MnLkFqY9Rpg9s3Zv6ZJdK', 'spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK', 'https://api.spotify.com/v1/tracks/2MnLkFqY9Rpg9s3Zv6ZJdK', 'https://api.spotify.com/v1/audio-analysis/2MnLkFqY9Rpg9s3Zv6ZJdK',197333,4
88,brutal,Olivia Rodrigo,1091382,'https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC',0.672,0.526,4,-6.446,1,0.0599,0.0311,0.00000137,0.28,0.28,123.999, 'audio_features', '6SRsiMl7w1USE4mFqrOhHC', 'spotify:track:6SRsiMl7w1USE4mFqrOhHC', 'https://api.spotify.com/v1/tracks/6SRsiMl7w1USE4mFqrOhHC', 'https://api.spotify.com/v1/audio-analysis/6SRsiMl7w1USE4mFqrOhHC',143747,4
89,Your Love (9PM),ATB,1068695,'https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx',0.669,0.784,7,-5.603,1,0.112,0.194,0.00000628,0.115,0.517,125.993, 'audio_features', '5YaskwnGDZFDRipaqzbwQx', 'spotify:track:5YaskwnGDZFDRipaqzbwQx', 'https://api.spotify.com/v1/tracks/5YaskwnGDZFDRipaqzbwQx', 'https://api.spotify.com/v1/audio-analysis/5YaskwnGDZFDRipaqzbwQx',150053,4
90,EL MAKINON,KAROL G,1056052,'https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M',0.635,0.706,5,-3.224,0,0.125,0.256,0,0.108,0.443,88.863, 'audio_features', '2FSGUA0gFgGeQdprjtGM2M', 'spotify:track:2FSGUA0gFgGeQdprjtGM2M', 'https://api.spotify.com/v1/tracks/2FSGUA0gFgGeQdprjtGM2M', 'https://api.spotify.com/v1/audio-analysis/2FSGUA0gFgGeQdprjtGM2M',209160,4
91,Fiel,Los Legendarios,1006544,'https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs',0.849,0.701,6,-4.407,0,0.06,0.407,0,0.112,0.505,98.005, 'audio_features', '7Bk0uXKk1uPT0XuQbpFzvs', 'spotify:track:7Bk0uXKk1uPT0XuQbpFzvs', 'https://api.spotify.com/v1/tracks/7Bk0uXKk1uPT0XuQbpFzvs', 'https://api.spotify.com/v1/audio-analysis/7Bk0uXKk1uPT0XuQbpFzvs',261667,4
92,Dinero,Trinidad Cardona,1005191,'https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm',0.708,0.782,2,-4.687,1,0.0674,0.00772,0,0.107,0.484,119.997, 'audio_features', '3ggtU1ZOKO8ZNiqPNyXGcm', 'spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm', 'https://api.spotify.com/v1/tracks/3ggtU1ZOKO8ZNiqPNyXGcm', 'https://api.spotify.com/v1/audio-analysis/3ggtU1ZOKO8ZNiqPNyXGcm',160880,4
93,In Da Getto,J Balvin,1000483,'https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ',0.915,0.72,8,-3.126,1,0.0459,0.025,0.0000142,0.0942,0.631,126.986, 'audio_features', '63aj87TQG6F3RVO5nbG2VQ', 'spotify:track:63aj87TQG6F3RVO5nbG2VQ', 'https://api.spotify.com/v1/tracks/63aj87TQG6F3RVO5nbG2VQ', 'https://api.spotify.com/v1/audio-analysis/63aj87TQG6F3RVO5nbG2VQ',131067,4
94,Dance Monkey,Tones And I,993775,'https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30',0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029, 'audio_features', '2N8m6CYs74qQO4mjVcXO30', 'spotify:track:2N8m6CYs74qQO4mjVcXO30', 'https://api.spotify.com/v1/tracks/2N8m6CYs74qQO4mjVcXO30', 'https://api.spotify.com/v1/audio-analysis/2N8m6CYs74qQO4mjVcXO30',209438,4
95,telepatia,Kali Uchis,986814,'https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B',0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97, 'audio_features', '6tDDoYIxWvMLTdKpjFkc1B', 'spotify:track:6tDDoYIxWvMLTdKpjFkc1B', 'https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B', 'https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B',160191,4
96,double take,dhruv,986470,'https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k',0.663,0.434,8,-11.177,1,0.0648,0.828,0,0.249,0.225,109.075, 'audio_features', '2CVChktEKBsM6v4IfdFU5k', 'spotify:track:2CVChktEKBsM6v4IfdFU5k', 'https://api.spotify.com/v1/tracks/2CVChktEKBsM6v4IfdFU5k', 'https://api.spotify.com/v1/audio-analysis/2CVChktEKBsM6v4IfdFU5k',171743,4
97,Levitating,Dua Lipa,986309,'https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP',0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014, 'audio_features', '39LLxExYz6ewLAcYrzQQyP', 'spotify:track:39LLxExYz6ewLAcYrzQQyP', 'https://api.spotify.com/v1/tracks/39LLxExYz6ewLAcYrzQQyP', 'https://api.spotify.com/v1/audio-analysis/39LLxExYz6ewLAcYrzQQyP',203808,4
98,OverHeated,Billie Eilish,976403,'https://open.spotify.com/track/5uSG6fUPRaehaV820zcpsK',0.777,0.522,8,-12.496,0,0.0535,0.527,0.838,0.0968,0.182,115.008, 'audio_features', '5uSG6fUPRaehaV820zcpsK', 'spotify:track:5uSG6fUPRaehaV820zcpsK', 'https://api.spotify.com/v1/tracks/5uSG6fUPRaehaV820zcpsK', 'https://api.spotify.com/v1/audio-analysis/5uSG6fUPRaehaV820zcpsK',214059,4
99,Arcade,Duncan Laurence,967131,'https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C',0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017, 'audio_features', '1J14CdDAvBTE1AJYUOwl6C', 'spotify:track:1J14CdDAvBTE1AJYUOwl6C', 'https://api.spotify.com/v1/tracks/1J14CdDAvBTE1AJYUOwl6C', 'https://api.spotify.com/v1/audio-analysis/1J14CdDAvBTE1AJYUOwl6C',185147,3
100,WITHOUT YOU,The Kid LAROI,949741,'https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA',0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005, 'audio_features', '27OeeYzk6klgBh83TSvGMA', 'spotify:track:27OeeYzk6klgBh83TSvGMA', 'https://api.spotify.com/v1/tracks/27OeeYzk6klgBh83TSvGMA', 'https://api.spotify.com/v1/audio-analysis/27OeeYzk6klgBh83TSvGMA',161385,4
101,Love Again,Dua Lipa,946027,'https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB',0.659,0.667,11,-4.668,0,0.0339,0.00173,0.0000285,0.1,0.468,115.982, 'audio_features', '4rPkN1FMzQyFNP9cLUGIIB', 'spotify:track:4rPkN1FMzQyFNP9cLUGIIB', 'https://api.spotify.com/v1/tracks/4rPkN1FMzQyFNP9cLUGIIB', 'https://api.spotify.com/v1/audio-analysis/4rPkN1FMzQyFNP9cLUGIIB',258004,4
102,Over The Top (feat. Drake),Smiley,942026,'https://open.spotify.com/track/3yaYgjEFkRw3PVjW9mV1TO',0.833,0.498,10,-5.196,0,0.117,0.0493,0,0.119,0.259,139.928, 'audio_features', '3yaYgjEFkRw3PVjW9mV1TO', 'spotify:track:3yaYgjEFkRw3PVjW9mV1TO', 'https://api.spotify.com/v1/tracks/3yaYgjEFkRw3PVjW9mV1TO', 'https://api.spotify.com/v1/audio-analysis/3yaYgjEFkRw3PVjW9mV1TO',153406,4
103,ZITTI E BUONI,Maneskin,935580,'https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw',0.625,0.939,4,-3.115,0,0.0669,0.00138,0,0.424,0.644,102.999, 'audio_features', '776AftMmFFAWUIEAb3lHhw', 'spotify:track:776AftMmFFAWUIEAb3lHhw', 'https://api.spotify.com/v1/tracks/776AftMmFFAWUIEAb3lHhw', 'https://api.spotify.com/v1/audio-analysis/776AftMmFFAWUIEAb3lHhw',194787,4
104,Goosebumps - Remix,Travis Scott,932169,'https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9',0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917, 'audio_features', '5uEYRdEIh9Bo4fpjDd4Na9', 'spotify:track:5uEYRdEIh9Bo4fpjDd4Na9', 'https://api.spotify.com/v1/tracks/5uEYRdEIh9Bo4fpjDd4Na9', 'https://api.spotify.com/v1/audio-analysis/5uEYRdEIh9Bo4fpjDd4Na9',162803,4
105,lovely (with Khalid),Billie Eilish,930038,'https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4',0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284, 'audio_features', '0u2P5u6lvoDfwTYjAADbn4', 'spotify:track:0u2P5u6lvoDfwTYjAADbn4', 'https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4', 'https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4',200186,4
106,Iko Iko (My Bestie),Justin Wellington,927759,'https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i',0.862,0.753,5,-5.356,1,0.0625,0.131,0.00000201,0.077,0.827,105.039, 'audio_features', '7MC4XR9M9amdmKQr2iDF7i', 'spotify:track:7MC4XR9M9amdmKQr2iDF7i', 'https://api.spotify.com/v1/tracks/7MC4XR9M9amdmKQr2iDF7i', 'https://api.spotify.com/v1/audio-analysis/7MC4XR9M9amdmKQr2iDF7i',182857,4
107,Everybody Dies,Billie Eilish,926045,'https://open.spotify.com/track/5jhBwnqzNNrENXnYrAdoCe',0.275,0.155,7,-17.285,0,0.0674,0.928,0.176,0.0888,0.0588,65.136, 'audio_features', '5jhBwnqzNNrENXnYrAdoCe', 'spotify:track:5jhBwnqzNNrENXnYrAdoCe', 'https://api.spotify.com/v1/tracks/5jhBwnqzNNrENXnYrAdoCe', 'https://api.spotify.com/v1/audio-analysis/5jhBwnqzNNrENXnYrAdoCe',206623,3
108,Bezos I,Bo Burnham,925124,'https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW',0.694,0.948,2,-5.307,1,0.0361,0.00936,0.0000162,0.139,0.705,115.044, 'audio_features', '0Kdj7nwaYQmvhxnqZaIQuW', 'spotify:track:0Kdj7nwaYQmvhxnqZaIQuW', 'https://api.spotify.com/v1/tracks/0Kdj7nwaYQmvhxnqZaIQuW', 'https://api.spotify.com/v1/audio-analysis/0Kdj7nwaYQmvhxnqZaIQuW',58149,4
109,Circles,Post Malone,920846,'https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb',0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042, 'audio_features', '21jGcNKet2qwijlDFuPiPb', 'spotify:track:21jGcNKet2qwijlDFuPiPb', 'https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb', 'https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb',215280,4
